id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32347,SevillaCenter,139939,Alejandro,Casco Antiguo,San Vicente,37.39358,-5.99975,Entire home/apt,99,2,167,2020-01-08,0.98,1,2,0,CTC-2018150852
49287,BEAUTIFUL APARTMENT IN SEVILLE,224697,Walter,Casco Antiguo,San Lorenzo,37.39898,-5.99533,Entire home/apt,72,3,39,2020-02-17,0.23,1,214,0,VFT/SE/01116
108236,Sunny apt in heart of seville!!,560040,Pepe,Casco Antiguo,San Vicente,37.39685821533203,-5.99912691116333,Entire home/apt,138,2,203,2024-12-11,1.22,4,29,16,VFT/SE/05126
111140,Quiet&historicenter&local experienc,560040,Pepe,Casco Antiguo,San Vicente,37.39592361450195,-5.999317169189453,Entire home/apt,127,2,52,2024-06-23,0.31,4,15,10,VFT/SE/08197
116703,"Walk to the Cathedral!! ATICO DUPLEX, WIFI.",589600,Miguel,Casco Antiguo,Arenal,37.38551,-5.99497,Entire home/apt,115,3,278,2024-11-11,1.69,9,32,28,
117278,"Walk to the Cathedral!! DUPLEX ARENAL, WIFI.",589600,Miguel,Casco Antiguo,Arenal,37.38549,-5.99506,Entire home/apt,115,3,184,2024-12-16,1.12,9,33,17,VFT/SE/10670
159596,apto lujo 2 D en el Arenal (Sevilla),629861,Alvaro,Casco Antiguo,Arenal,37.38671,-5.99581,Entire home/apt,106,64,1,2019-11-24,0.02,2,88,0,
179629,Bamberg Duplex Terraza Centro Historico 5 pax,860055,Maria,Casco Antiguo,Santa Cruz,37.38731,-5.99095,Entire home/apt,180,3,203,2024-10-02,1.29,24,259,12,VFT/SE/0426
185356,Macarena Romans Walls 7 pax,860055,Maria,Macarena,"León XIII, Los Naranjos",37.40307,-5.98409,Entire home/apt,130,3,116,2024-11-30,0.71,24,279,10,VFT/SE/00425
207702,"Tirso I, 7 minutes walk from the Cathedral",1022533,Maria,Casco Antiguo,Museo,37.38945,-5.99889,Entire home/apt,112,3,469,2024-12-29,3.75,1,50,56,VUT/SE/00035
253430,Apartment in historic center. WIFI,1330663,Mario,Casco Antiguo,Alfalfa,37.39107,-5.99261,Entire home/apt,70,3,320,2024-11-24,2.01,2,75,35,
266016,"nice loft it the Center, wifi",1391956,Jorge,Nervión,San Bernardo,37.38111,-5.98616,Entire home/apt,113,2,433,2024-12-15,2.76,5,4,38,VFT/SE/00561
272934,"NEAR TOWN HALL APARTMENT, WIFI+A/C",1428269,Actua Y Gestiona S.L.,Casco Antiguo,Santa Cruz,37.38874,-5.99297,Entire home/apt,190,1,289,2024-11-25,1.84,4,348,16,NUMERO DE REGISTRO EN TURISMO VFT/SE/00849
288900,Lovely and cozy 75 m2 apartment. No fees!,1501115,Alberto,Cerro - Amate,El Cerro,37.369,-5.95661,Entire home/apt,69,2,382,2024-12-08,2.56,1,2,26,VTF/SE/088
298673,Corral del Coliseo -WiFi - VFT/SE/00432,14958822,Nacho,Casco Antiguo,"Encarnación, Regina",37.39362,-5.99065,Entire home/apt,134,2,561,2024-12-22,3.61,188,105,62,VFT/SE/00432
315971,ROOM WITH A VIEW ON ROOF.,1188880,Lola,Casco Antiguo,Museo,37.39279,-6.00078,Private room,44,3,491,2024-11-30,3.14,1,330,28,VFT/SE/01964
321192,Comfortable & functional - Center - Train station,1643754,Vicente Andrés,Nervión,an Roque,37.39236,-5.98361,Entire home/apt,114,1,466,2024-12-01,3.00,1,237,15,VFT/SE/415
343997,Quiet & bright apartment in a central palace,879606,Rafael,Casco Antiguo,Alfalfa,37.39022,-5.99126,Entire home/apt,97,3,637,2024-12-22,4.12,1,127,55,VFT/SE/1549
366257,Penthouse with¡Large Private Terrac¡Wifi.Triana-Se,1848992,Jose,Triana,Triana Casco Antiguo,37.38693,-6.00382,Entire home/apt,250,3,329,2020-07-26,2.12,1,89,0,VFT/SE/00993
369170,Duplex apartment with terrace in center of Seville,1862118,Charo,Casco Antiguo,Feria,37.39823,-5.99243,Entire home/apt,143,3,38,2024-11-17,0.56,6,119,13,201899903787598
384727,Private Room  in Center of Seville,1920069,Manuela,Casco Antiguo,Arenal,37.38498,-5.9944,Private room,99,2,885,2024-12-27,5.77,2,109,60,VFT/SE/00726
391398,Family apartment - OldTown Sevilla,1955130,Juan Ignacio,Casco Antiguo,San Vicente,37.395369601482116,-5.998473124369919,Entire home/apt,232,3,84,2024-08-27,0.54,1,43,27,VFT/SE/08589
394083,SAN BERNARDO. PARKING + WIFI+ A/C,1428269,Actua Y Gestiona S.L.,Nervión,San Bernardo,37.38197,-5.98289,Entire home/apt,214,1,395,2024-10-06,2.56,4,323,14,NUMERO DE REGISTRO EN TURISMO: VFT/SE/00689
394239,Apartamento centro Sevilla - WiFi,1971198,María,Casco Antiguo,Alfalfa,37.39157,-5.99016,Entire home/apt,90,2,166,2024-12-22,1.17,1,22,51,VFT/SE/09192
398966,"CASTELLAR APARMENT, CENTRAL PERFECT",1992907,Jose Luis,Casco Antiguo,Feria,37.39634,-5.98925,Entire home/apt,104,3,300,2024-12-27,1.95,1,298,31,VFT/SE/02574
408801,Bright apartment in La Macarena,2035589,Óscar,Macarena,"Macarena 3 Huertas, Macarena 5",37.41041,-5.98842,Entire home/apt,49,2,100,2024-11-03,0.65,1,247,10,CTC-2024254561
426133,"Cool, stylish studio in authentic Triana",2118460,Rocio,Triana,Triana Casco Antiguo,37.38709,-6.00565,Entire home/apt,64,3,409,2024-12-15,2.65,4,258,54,VFT/SE/962
426401,Apartment Redes 15 (Sevilla) B,2120026,Maria Luisa,Casco Antiguo,Museo,37.39298,-5.99951,Entire home/apt,,2,164,2024-11-05,1.10,2,46,11,VFT/SE/00840
427314,"3 bedr,3 bath.Exclusive town center",2124038,Tomas,Casco Antiguo,Museo,37.38951,-5.99833,Entire home/apt,296,2,98,2024-12-01,0.67,9,124,5,A/SE/001121
435402,Charming Sevilla centerAlameda,2162363,Esperanza,Casco Antiguo,"Encarnación, Regina",37.39564,-5.99411,Entire home/apt,76,3,469,2024-12-18,3.04,1,124,47,VFT/SE/0177
443685,"A11. 10. Catalinón. Tradición, Luz  y Sabor ☆☆☆☆☆",2204184,Aim,Casco Antiguo,Arenal,37.38758,-5.9993,Entire home/apt,119,4,107,2024-08-13,0.71,15,97,3,CTC-2018176863
455380,"Alameda Penthouse. 2 dormitorios, terraza privada",2263272,Manuel,Casco Antiguo,Feria,37.39812,-5.99138,Entire home/apt,189,1,146,2024-11-25,0.96,1,254,13,VUT/SE/00528
471876,A11.  5 Don Juan. Alegre con Balcones al Exterior♡,2204184,Aim,Casco Antiguo,Arenal,37.38732,-5.99936,Entire home/apt,113,5,155,2024-11-15,1.03,15,148,14,CTC-2018176863
481991,El ático de las tejas rojas,2325204,Leonor,Casco Antiguo,Alfalfa,37.39151,-5.99267,Entire home/apt,100,15,147,2024-11-22,0.97,1,218,8,VFT/SE/01614
525845,Sevilla Best Location Apartment / VFT/SE/00724,2584848,Jose Manuel,Triana,Triana Este,37.38334,-6.00554,Entire home/apt,79,1,79,2024-12-15,0.53,3,220,10,VFT/SE/00724
530580,Peaceful-centric-WiFi-parking+20€/d,2605665,Piroska,Casco Antiguo,San Bartolomé,37.38894,-5.98804,Entire home/apt,136,3,301,2024-12-09,1.98,1,12,9,VUT/SE/00376
531891,"Apart 8 pers, 50 metros de la catedral",2614256,Isa,Casco Antiguo,Arenal,37.38694,-5.99498,Entire home/apt,200,1,375,2024-07-07,2.62,7,67,10,A/SE/00148
532392,Apartment Alfarería,2616444,Nacho,Triana,Triana Oeste,37.38384,-6.00532,Entire home/apt,219,2,534,2024-11-26,3.53,1,41,33,VFT/SE/5317
540257,Special Colors Apartment,2654826,Jonatan,Casco Antiguo,Alfalfa,37.391967299067765,-5.991722841387391,Entire home/apt,,1,679,2024-02-19,4.47,8,41,3,VFT/SE/00821
545683,Wonderful Penthouse in the center (VFT/SE/00498),2682559,Jose Manuel,Casco Antiguo,Arenal,37.38483,-5.99684,Entire home/apt,,2,37,2019-05-01,0.32,1,0,0,VFT/SE/00498
554494,"""Alfalfa I"" centro de SEVILLA",2426762,Antonio,Casco Antiguo,Alfalfa,37.39057,-5.99066,Entire home/apt,69,3,338,2024-12-01,2.25,5,44,34,VFT/SE/00078
556908,A11 CoLiving ♫ Ana ☀ Ground floor w/Private entry,2204184,Aim,Casco Antiguo,Arenal,37.38731,-5.99894,Entire home/apt,106,12,88,2024-11-03,0.58,15,247,9,CTC-2018176863
568062,room in  center Triana,2795069,Jose Manuel,Triana,Triana Casco Antiguo,37.38653,-6.00589,Private room,44,2,232,2024-12-29,2.20,1,131,25,VFT/SE/04721
584921,"""Alfalfa II""centro de SEVILLA",2426762,Antonio,Casco Antiguo,San Bartolomé,37.39089,-5.98881,Entire home/apt,69,3,370,2024-12-09,2.48,5,51,34,VFT/SE/00089
586027,Apartament (Redes 15 Sevilla) A,2120026,Maria Luisa,Casco Antiguo,Museo,37.39328,-6.0011,Entire home/apt,80,2,109,2024-11-24,0.73,2,84,8,VFT/SE/00840
588265,"Penthouse with rooftop - ""Sevilla Home Center""",2842843,Inmaculada,Casco Antiguo,Alfalfa,37.38895,-5.99676,Entire home/apt,165,1,31,2015-12-13,0.21,7,195,0,A/SE/00130
588404,"Apartment Bóveda - ""Sevilla Home Center""",2842843,Inmaculada,Casco Antiguo,Arenal,37.38705,-5.99679,Entire home/apt,141,1,15,2014-12-10,0.10,7,175,0,A/SE/00130
588488,"Studio Duplex - ""Sevilla Home Center""",2842843,Inmaculada,Casco Antiguo,Arenal,37.38882,-5.99869,Entire home/apt,128,1,10,2022-10-01,0.07,7,160,0,A/SE/00130
592830,Logia | Seville Center - Parking - Sevillian Yard,2926391,Alfonso,Casco Antiguo,San Bartolomé,37.39037,-5.98722,Entire home/apt,98,2,201,2024-12-22,1.34,1,150,25,VFT/SE/00300
596803,Beautiful and  comfortable apartment city center,2964157,Marina,Casco Antiguo,Santa Cruz,37.38649,-5.99409,Entire home/apt,83,2,699,2024-12-29,4.63,1,176,91,VTF/SE/00103
597776,"CALM&COZY  LOFT, ALFALFA SETAS SQUARE,WIFI+A/C",2955713,Rafael,Casco Antiguo,Alfalfa,37.391151428222656,-5.9893059730529785,Entire home/apt,157,3,402,2024-12-08,2.68,3,151,29,VFT SE/00212
613844,Cozy and quiet apartment in the center,14958822,Nacho,Casco Antiguo,Alfalfa,37.3912,-5.98944,Entire home/apt,171,2,449,2024-10-10,3.01,188,137,11,VFT-SE00069
629723,Contemporary Loft Space in Historic City Center,3121992,María Victoria,Casco Antiguo,"Encarnación, Regina",37.3951,-5.99294,Entire home/apt,96,3,266,2024-12-01,1.87,2,66,24,VUT/SE/00327
636468,Hostly Lagar-Best value flat in the center - CLess,3173171,Joaquín Y Natalia,Casco Antiguo,Alfalfa,37.39106,-5.99269,Entire home/apt,109,2,645,2024-12-28,4.31,32,28,75,VFT/SE/01265
650064,Studio Reservaloen Casa del Museo 5,3258098,Apartamentos Reservaloen,Casco Antiguo,San Vicente,37.3932,-5.99997,Entire home/apt,,1,5,2014-10-19,0.03,22,132,0,A/SE/000167
650131,Apartments Reservaloen Terrazas de la catedral 8,3258098,Apartamentos Reservaloen,Casco Antiguo,Arenal,37.38689,-5.99768,Entire home/apt,126,1,1,2012-10-29,0.01,22,92,0,A/SE/000137
653664,Studio Reservaloen casa del Museo 3,3258098,Apartamentos Reservaloen,Casco Antiguo,Museo,37.39291,-6.0002,Entire home/apt,115,1,2,2014-12-02,0.02,22,129,0,A/SE/000167
656013,"CONFROTABLE  SUITE CENTER OF SEVILLE, WIFI",2705030,Francisco,Casco Antiguo,Alfalfa,37.38993,-5.99421,Entire home/apt,97,3,195,2024-11-07,1.32,8,89,18,VFT/SE/00919
657565,Studio Reservaloen casa del Museo 4,3258098,Apartamentos Reservaloen,Casco Antiguo,Museo,37.39195,-6.00025,Entire home/apt,115,1,0,,,22,140,0,A/SE/000167
661655,"Nice Penthouse with terrace, city center!",3340359,Cristina,Casco Antiguo,Feria,37.3959,-5.98867,Entire home/apt,191,2,50,2024-03-28,0.35,6,114,2,RTA A/SE/00102
663489,Apartments Reservaloen Terrazas de la Catedral 2,3258098,Apartamentos Reservaloen,Casco Antiguo,Arenal,37.38658,-5.99757,Entire home/apt,126,1,2,2017-02-04,0.01,22,88,0,A/SE/000137
664655,Studio Reservaloen Casa del Museo 6,3258098,Apartamentos Reservaloen,Casco Antiguo,Museo,37.3925,-5.99805,Entire home/apt,115,1,0,,,22,125,0,A/SE/000167
674541,"Tipico,tranquilo patio en el centro",560040,Pepe,Casco Antiguo,San Vicente,37.39592361450195,-5.999319076538086,Entire home/apt,107,2,120,2024-12-27,0.80,4,58,20,VFT/SE/08194
678283,"""Dúplex"" Terraza Privada + WiFi",2426762,Antonio,Casco Antiguo,Alfalfa,37.39042,-5.99054,Entire home/apt,72,3,413,2024-12-09,2.77,5,52,33,VFT/SE/03869
683111,Reservaloen Salvador Rojo,3258098,Apartamentos Reservaloen,Casco Antiguo,Alfalfa,37.39093,-5.99297,Entire home/apt,124,1,1,2022-09-24,0.04,22,149,0,A/SE/000126
685699,Apartment-Ensuite with Shower-Salvador Azul,3258098,Apartamentos Reservaloen,Casco Antiguo,Alfalfa,37.39133,-5.9911,Entire home/apt,,1,0,,,22,148,0,A/SE/000126
692388,Rooms for groups in the centre-WIFI,3540583,Maria Jose,Sur,El Porvenir,37.37229,-5.98297,Entire home/apt,874,1,26,2024-04-01,0.18,10,363,1,VFT/SE/04157
700074,1 bedroom Apartment historic center,3340359,Cristina,Casco Antiguo,Feria,37.39662,-5.98881,Entire home/apt,152,2,4,2017-10-23,0.03,6,137,0,RTA A/SE/00102
700583,Reservaloen Salvador Amarillo,3258098,Apartamentos Reservaloen,Casco Antiguo,Alfalfa,37.389,-5.99171,Entire home/apt,124,1,1,2018-03-15,0.01,22,146,0,A/SE/000126
701737,central and charming with terrace,3601410,Patricia,Casco Antiguo,Alfalfa,37.39092,-5.99663,Entire home/apt,33,60,71,2024-06-25,0.48,1,236,2,Exempt
701999,Apartment In Heaven Triana,3603333,Luz,Triana,Triana Oeste,37.38372,-6.01176,Entire home/apt,233,5,91,2024-07-18,0.64,2,0,8,
702998,"NICE FLAT, 2 TV's AND FREE WIFI",3609455,Javier,Casco Antiguo,Santa Catalina,37.3908,-5.98543,Entire home/apt,67,3,406,2024-12-23,4.64,1,62,61,CTC-2018127385
703547,Barrio de Triana  - Numancia,166618468,Francisco Javier,Triana,Triana Oeste,37.38603,-6.01132,Entire home/apt,169,2,58,2024-10-06,0.39,27,59,12,VFT/SE/00936
704131,Reservaloen Casa del Museo studio 2,3258098,Apartamentos Reservaloen,Casco Antiguo,Museo,37.39164,-6.00022,Entire home/apt,115,1,1,2016-10-15,0.01,22,142,0,A/SE/000167
705697,Room near old city +breakfast,3625534,Irina,Triana,Triana Este,37.37763,-6.0064,Private room,34,3,367,2024-12-23,2.56,1,148,41,VUT/SE/04584
714300,CHIC FLAT IN  THE HEART OF SEVILLA,3678775,Alicia,Casco Antiguo,Alfalfa,37.39162,-5.99077,Entire home/apt,103,2,327,2024-12-09,2.94,2,132,33,VFT-SE-02229
721753,Apartment in the historic center- VFT/SE/00056,3726424,Beatriz,Casco Antiguo,Alfalfa,37.39029,-5.98902,Entire home/apt,80,3,371,2024-12-08,2.62,1,156,36,VUT/SE/00056
725287,"Habitación Tranquila, Luminosa y cómoda  en Triana",1513237,Eukene,Triana,Triana Este,37.381123,-6.000666,Private room,50,2,382,2024-12-20,2.95,1,150,54,VFT/SE/04804
726220,Piso en pleno corazón de Sevilla,3757143,Jose Antonio,Casco Antiguo,San Vicente,37.39372,-6.00007,Entire home/apt,132,3,132,2024-12-09,0.90,1,209,6,VFT/SE/0390
726333,1 bedroom downtown apartment,3758426,Fernando Maria,Casco Antiguo,San Vicente,37.393913,-5.999925,Entire home/apt,,2,318,2024-12-28,2.44,2,125,33,VFT/SE/00935
726916,Bright apartment in Sevilla Center.,3340359,Cristina,Casco Antiguo,San Julián,37.3984,-5.98766,Entire home/apt,151,2,4,2018-11-17,0.03,6,132,0,RTA A/SE/00102
727016,Beautiful apart in the best centr 1,2124038,Tomas,Casco Antiguo,Museo,37.38951,-5.99833,Entire home/apt,100,2,10,2024-06-09,0.07,9,108,1,A/SE/00121
727025,Great apartment in the old town 2,2124038,Tomas,Casco Antiguo,Museo,37.38951,-5.99833,Entire home/apt,132,3,45,2019-10-21,0.31,9,110,0,A/SE/00121
727030,"2 bedr,3 bath in the old town (3)",2124038,Tomas,Casco Antiguo,Museo,37.38951,-5.99833,Entire home/apt,132,3,21,2018-04-04,0.15,9,140,0,A/SE/00121
727034,Luxury apart in the best centre (4),2124038,Tomas,Casco Antiguo,Museo,37.38951,-5.99833,Entire home/apt,198,2,142,2024-10-29,1.03,9,137,3,A/SE/00121
730950,Alohamundi Azahar,3802491,Jose,Casco Antiguo,Alfalfa,37.38879,-5.9943,Entire home/apt,,2,420,2024-08-21,2.85,2,54,23,VFT/SE/00322
738380,Atico con terraza privada Bécquer,3858271,Inmaculada,Casco Antiguo,San Gil,37.40294,-5.99363,Entire home/apt,130,3,382,2024-12-09,2.98,2,144,36,VUT/SE/00651
738857,Private room in the historic center,3859217,Mari Carmen,Casco Antiguo,San Gil,37.40134,-5.98888,Private room,80,2,106,2024-12-08,0.89,1,127,9,ctc 2018152747
742801,Apt Casa Palacio vista Giralda junto a Catedral.,3889491,Inmaculada,Casco Antiguo,Alfalfa,37.38922,-5.99178,Entire home/apt,99,3,555,2024-12-22,3.75,1,89,47,SE/VFT 00857
749397,Comfortable and cozy apartment in Seville.,3938234,Raimundo,Nervión,an Roque,37.3919,-5.98365,Entire home/apt,70,4,72,2024-12-26,0.49,1,150,18,VTF/SE/04548
751667,"Apto.CATEDRAL: WIFI, A/C, Parking",3952052,Javier,Casco Antiguo,Arenal,37.38586,-5.99416,Entire home/apt,131,2,499,2024-11-17,3.37,4,147,30,VTF/SE/00486
754512,Catedral 3 minutos - Center Sevilla Wi-Fi,3970561,Rosa,Casco Antiguo,Santa Cruz,37.38934,-5.9933,Entire home/apt,106,2,271,2024-12-17,1.84,1,328,43,VFT/SE/00357
755070,APART. MODERNO CON GARAGE Y PISCINA,3767896,María,Macarena,Pino Flores,37.40776,-5.97214,Entire home/apt,,2,96,2024-08-01,0.66,5,41,4,VFT/SE/00757
758337,Chic & Cheap  next to Giralda,3678775,Alicia,Casco Antiguo,Alfalfa,37.39242,-5.99218,Entire home/apt,103,2,306,2024-12-09,2.10,2,154,12,CTC-2019213781
761744,Apartments Olé - Santa Cruz 1,4015124,Angela,Casco Antiguo,Santa Cruz,37.38498,-5.98729,Entire home/apt,184,1,105,2024-08-27,0.73,3,130,1,A/SE/00140
764576,HOSTLY SIERPES A- CENTER-FIBER-PARKING OPTIONAL,3173171,Joaquín Y Natalia,Casco Antiguo,Alfalfa,37.38949,-5.9953,Entire home/apt,113,2,810,2024-12-29,5.48,32,25,75,A/SE/00268
765157,Single Room in the heart of the city.private key.,4033896,Maribel,Casco Antiguo,Alfalfa,37.39169,-5.9927,Private room,52,1,672,2024-12-24,4.76,1,11,82,CTC-2018165779
774772,Habitación céntrica en Sevilla y parking gratuito.,4087341,Montserrat,Macarena,Las Avenidas,37.41254645301647,-5.9840810194228835,Private room,15,1,1138,2024-12-26,7.72,2,236,145,VFT/SE/02023
785089,"Apartment in ""Corral del Conde""",4139203,Lidia,Casco Antiguo,Santa Catalina,37.3931,-5.98698,Entire home/apt,126,3,128,2022-04-10,0.88,1,111,0,VFT/SE/00991
786437,Reservaloen Salvador Verde,3258098,Apartamentos Reservaloen,Casco Antiguo,Alfalfa,37.39112,-5.99144,Entire home/apt,,1,0,,,22,151,0,A/SE/000126
787061,APARTMENT WITH CATHEDRAL VIEWS.,2705030,Francisco,Casco Antiguo,Santa Cruz,37.38617,-5.99085,Entire home/apt,183,3,79,2024-10-10,0.57,8,69,5,VFT/SE/00211
791871,Apartment in Palace House Conteros-Next to Giralda,4172025,Antonio,Casco Antiguo,Santa Cruz,37.38706,-5.99384,Entire home/apt,91,2,233,2024-12-09,1.64,1,146,18,CTC-2018173741
795085,Apartments Reservaloen Terrazas de la catedral  3,3258098,Apartamentos Reservaloen,Casco Antiguo,Arenal,37.38715,-5.99696,Entire home/apt,126,1,0,,,22,127,0,A/SE/000137
796804,Amplia Habitación con Baño Privado en casa,4197264,"Sara, Manolo Y Ana",Palmera - Bellavista,"Sector Sur, La Palmera, Reina Mercedes",37.3565673828125,-5.9880900382995605,Private room,44,60,200,2024-12-08,1.56,2,193,13,Exempt
799176,Habitacion privada en sevilla con parking free,4087341,Montserrat,Macarena,"El Torrejón, El Cerezo",37.41088,-5.98406,Private room,15,1,1143,2024-12-28,7.78,2,265,124,VFT/SE/02023
799340,V.Lloréns III -Cosmopolitan Alameda,2386722,Marina,Casco Antiguo,San Gil,37.40088,-5.99496,Entire home/apt,82,3,54,2024-12-01,0.42,2,102,11,VFT/SE/07730
799368,DESIGN LOFT in the heart of Seville_VFT/SE/00164,4208935,Rafa,Casco Antiguo,Feria,37.39868,-5.99243,Entire home/apt,76,2,633,2024-12-15,4.34,1,226,45,VFT/SE/02962
804296,Centro Magnifico Apartamento,4233183,Manuel Ángel,Casco Antiguo,Alfalfa,37.39107894897461,-5.993061065673828,Entire home/apt,72,1,129,2024-09-22,0.90,1,337,8,VFT/SE/00682
809285,Apartments Reservaloen Terrazas de la catedral  6,3258098,Apartamentos Reservaloen,Casco Antiguo,Arenal,37.38719,-5.99556,Entire home/apt,126,1,0,,,22,99,0,A/SE/000137
820793,Sweet Dreams with A/C,909708,Adriano,Macarena,"Doctor Barraquer, G. Renfe, Policlínico",37.40747,-5.98655,Private room,53,1,713,2024-12-28,4.97,2,154,61,
833978,Private room historic center,3908345,Alfredo,Macarena,"Santa María de Ordas, San Nicolas",37.40285,-5.97421,Private room,60,1,200,2024-12-09,1.40,1,0,24,CTC-2018201439
840208,Quiet aptº/Owner privé/Parking/Community Terrace,4388278,Tina,Casco Antiguo,San Bartolomé,37.3875241,-5.987662,Entire home/apt,107,4,197,2024-12-09,1.41,1,289,23,VFT SE/00185
848743,"FANTASTIC APART, POOL, GIRALDA VIEW",4431575,SevilleBnB,Casco Antiguo,Santa Cruz,37.38716,-5.99251,Entire home/apt,183,2,452,2024-12-26,3.35,7,276,40,VFT/SE/00179
871206,Villa & garden  city centre private exclusive use,4592857,Fernando,San Pablo - Santa Justa,Santa Clara,37.39623,-5.95292,Entire home/apt,314,3,55,2024-11-05,0.56,1,192,9,VTR/SE/00099
877681,Habitación en casa Sevillana con mucha luz cálida,4637993,Pension Virgen,Casco Antiguo,Santa Catalina,37.39096,-5.98487,Private room,104,1,1,2019-02-20,0.01,1,179,0,H/SE/00868
879051,Apartamento Avenida José Laguillo,1330663,Mario,San Pablo - Santa Justa,San José Obrero,37.39373,-5.98057,Entire home/apt,63,3,256,2024-10-25,1.78,2,192,21,
879442,Más céntrico y monumental de Sevilla. VFT/SE/00640,4650691,Emilio,Casco Antiguo,Santa Cruz,37.38431,-5.98821,Entire home/apt,88,2,325,2024-12-30,2.29,1,238,45,
879529,Precioso en edificio histórico,4651176,Isabel,Nervión,La Florida,37.38757,-5.98234,Entire home/apt,80,7,54,2024-12-01,0.76,3,194,16,VTF/SE/00286
879620,Alegre estudio en el centro,4651176,Isabel,Casco Antiguo,San Lorenzo,37.39811,-5.99612,Entire home/apt,43,3,157,2024-11-27,2.02,3,130,44,VTF/SE/00288
879624,Asombroso en edificio histórico,4651176,Isabel,Casco Antiguo,Santa Catalina,37.39299,-5.98766,Entire home/apt,65,3,96,2024-12-27,0.67,3,129,30,VTF/SE/01587
880039,80m2 flat-4/6 pers-10min.Cathedral,4653961,Rocio Y Daniel,Casco Antiguo,San Bartolomé,37.38951,-5.98695,Entire home/apt,184,3,24,2023-05-17,0.19,32,166,0,A/SE/00157
880161,"Típico y pintoresco patio de vecinos, con encanto",4654614,Rocío,Triana,Triana Casco Antiguo,37.38572692871094,-6.005395889282227,Entire home/apt,625,3,59,2024-11-16,0.41,1,129,25,VFT/SE/08924
884409,Magnificent mansion in centre town,4683724,Yolanda,Casco Antiguo,Museo,37.39152,-5.99897,Entire home/apt,341,2,434,2024-12-08,3.03,1,269,46,VFT/SE/01683
886055,Apartment close to the Basilica of La Macarena,4697283,Carolina,Casco Antiguo,San Gil,37.40259,-5.99007,Entire home/apt,115,2,15,2024-11-20,0.14,3,305,5,A/SE/00091
887207,'Views of the CATHEDRAL' (VFT/SE/01660),3952052,Javier,Casco Antiguo,Arenal,37.38582,-5.9951,Entire home/apt,116,2,179,2024-12-15,1.24,4,111,28,VFT/SE/03258
887688,Nice apartament near La Macarena of Seville,4697283,Carolina,Casco Antiguo,San Gil,37.40286,-5.98858,Entire home/apt,112,2,6,2024-05-05,0.20,3,229,2,A/SE/00091
887691,Charming apartment in Sevilla,4697283,Carolina,Casco Antiguo,San Gil,37.40109,-5.98967,Entire home/apt,,2,3,2024-03-18,0.16,3,319,2,A/SE/00091
888610,Central 3b Penthouse with Terrace. VFT/SE/00722,2584848,Jose Manuel,Casco Antiguo,San Bartolomé,37.39019,-5.98516,Entire home/apt,169,1,125,2024-11-17,0.88,3,296,24,VFT/SE/00722
891310,Alameda Apartment A in Seville,4735558,Ana Maria,Casco Antiguo,San Lorenzo,37.3986,-5.99428,Entire home/apt,76,3,147,2024-11-09,1.03,3,294,14,VFT/SE/01000
893567,Nice Apartment With Terrace,443808555,Demetrio,Casco Antiguo,Feria,37.39949,-5.99215,Entire home/apt,92,3,189,2024-12-28,1.31,3,170,59,VFT/SE/08498
893928,Jewish neighborhood (center) with free parking,4754979,Daniel,Casco Antiguo,San Bartolomé,37.38975,-5.98859,Entire home/apt,171,2,448,2024-12-26,3.13,1,318,39,VFT/SE/00402
897891,Penthouse Laraña I,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Alfalfa,37.39183,-5.99306,Entire home/apt,262,3,22,2024-11-06,0.23,32,28,4,A/SE/00143
898078,Penthouse Laraña II,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Alfalfa,37.39188,-5.99323,Entire home/apt,171,3,48,2024-09-18,0.33,32,31,4,A/SE/00143
898108,Ático Laraña III,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,"Encarnación, Regina",37.39378,-5.99374,Entire home/apt,175,3,77,2024-11-22,0.66,32,27,14,A/SE/00143
898135,Ático Laraña IV,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Alfalfa,37.39196,-5.99354,Entire home/apt,211,3,4,2023-05-06,0.03,32,20,0,A/SE/00143
898157,Laraña Mirador,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,Alfalfa,37.39246,-5.99172,Entire home/apt,139,3,14,2024-10-28,0.22,32,8,3,A/SE/00143
899093,Maravilloso dúplex con terraza,4790497,Apartamentos Diaber - Book Seville,Casco Antiguo,San Lorenzo,37.3968,-5.99446,Entire home/apt,172,3,102,2023-10-03,0.72,32,311,0,VFT/SE/00888
899212,Ático Sevilla Centro,4800422,María,Casco Antiguo,San Bartolomé,37.389442405282814,-5.985390362333478,Entire home/apt,100,3,31,2024-12-09,2.92,1,202,31,VFT/SE/12411
901012,"4. GRANADA.(1Bedroom,1sofabed,WIFI,balcony)",4813585,Francisco,Casco Antiguo,San Lorenzo,37.40165956605578,-5.997261966523993,Entire home/apt,104,2,5,2022-11-07,0.04,22,285,0,A/SE/00080
